대여대여소번호,반납대여소번호,대여,반납,총대여,총반납,차이,총차이,ScoreMag,ScoreRatio,lent_stationName,return_stationName,url
594,646,49,301,1993,2398,-252,-405,5,0.72,중랑물재생센터(서울새활용플라자),장한평역 1번출구 (국민은행앞),http://map.daum.net/?sName=중랑물재생센터(서울새활용플라자) 대여소&eName=장한평역 1번출구 (국민은행앞) 대여소&target=bicycle
526,646,134,287,4830,5236,-153,-406,3,0.363420428,용답토속공원 앞,장한평역 1번출구 (국민은행앞),http://map.daum.net/?sName=용답토속공원 앞 대여소&eName=장한평역 1번출구 (국민은행앞) 대여소&target=bicycle
128,162,191,1126,9612,9498,-935,114,18,0.709946849,신촌역(2호선) 1번출구 옆,봉원고가차도 밑,http://map.daum.net/?sName=신촌역(2호선) 1번출구 옆 대여소&eName=봉원고가차도 밑 대여소&target=bicycle
134,162,187,637,4361,4129,-450,232,9,0.546116505,연세로 명물길,봉원고가차도 밑,http://map.daum.net/?sName=연세로 명물길 대여소&eName=봉원고가차도 밑 대여소&target=bicycle
132,162,80,233,6680,6284,-153,396,3,0.488817891,창천문화공원,봉원고가차도 밑,http://map.daum.net/?sName=창천문화공원 대여소&eName=봉원고가차도 밑 대여소&target=bicycle
140,162,383,822,4249,4165,-439,84,8,0.364315353,이화여대 후문,봉원고가차도 밑,http://map.daum.net/?sName=이화여대 후문 대여소&eName=봉원고가차도 밑 대여소&target=bicycle
135,162,262,549,3745,3683,-287,62,5,0.353884094,명물길 원형무대 앞,봉원고가차도 밑,http://map.daum.net/?sName=명물길 원형무대 앞 대여소&eName=봉원고가차도 밑 대여소&target=bicycle
128,144,171,42,9612,9498,129,114,2,0.605633803,신촌역(2호선) 1번출구 옆,공덕역 8번출구,http://map.daum.net/?sName=신촌역(2호선) 1번출구 옆 대여소&eName=공덕역 8번출구 대여소&target=bicycle
114,144,208,331,13563,13818,-123,-255,2,0.228200371,홍대입구역 8번출구 앞,공덕역 8번출구,http://map.daum.net/?sName=홍대입구역 8번출구 앞 대여소&eName=공덕역 8번출구 대여소&target=bicycle
127,144,217,87,3056,2016,130,1040,2,0.427631579,현대벤처빌 앞,공덕역 8번출구,http://map.daum.net/?sName=현대벤처빌 앞 대여소&eName=공덕역 8번출구 대여소&target=bicycle
128,137,77,260,9612,9498,-183,114,3,0.543026706,신촌역(2호선) 1번출구 옆,NH농협 신촌지점 앞,http://map.daum.net/?sName=신촌역(2호선) 1번출구 옆 대여소&eName=NH농협 신촌지점 앞 대여소&target=bicycle
126,137,50,197,10989,11438,-147,-449,2,0.5951417,서강대 후문 옆,NH농협 신촌지점 앞,http://map.daum.net/?sName=서강대 후문 옆 대여소&eName=NH농협 신촌지점 앞 대여소&target=bicycle
128,139,158,489,9612,9498,-331,114,6,0.511591963,신촌역(2호선) 1번출구 옆,연세대 정문 건너편,http://map.daum.net/?sName=신촌역(2호선) 1번출구 옆 대여소&eName=연세대 정문 건너편 대여소&target=bicycle
128,159,85,190,9612,9498,-105,114,2,0.381818182,신촌역(2호선) 1번출구 옆,이대역 4번 출구,http://map.daum.net/?sName=신촌역(2호선) 1번출구 옆 대여소&eName=이대역 4번 출구 대여소&target=bicycle
126,159,83,441,10989,11438,-358,-449,7,0.683206107,서강대 후문 옆,이대역 4번 출구,http://map.daum.net/?sName=서강대 후문 옆 대여소&eName=이대역 4번 출구 대여소&target=bicycle
125,159,45,231,7982,7956,-186,26,3,0.673913043,서강대 남문 옆,이대역 4번 출구,http://map.daum.net/?sName=서강대 남문 옆 대여소&eName=이대역 4번 출구 대여소&target=bicycle
142,159,98,179,4788,4640,-81,148,1,0.292418773,아현역 4번출구 앞,이대역 4번 출구,http://map.daum.net/?sName=아현역 4번출구 앞 대여소&eName=이대역 4번 출구 대여소&target=bicycle
132,159,60,143,6680,6284,-83,396,1,0.408866995,창천문화공원,이대역 4번 출구,http://map.daum.net/?sName=창천문화공원 대여소&eName=이대역 4번 출구 대여소&target=bicycle
3503,551,210,36,2102,1075,174,1027,3,0.707317073,광진유진스웰,구의삼성쉐르빌 앞,http://map.daum.net/?sName=광진유진스웰 대여소&eName=구의삼성쉐르빌 앞 대여소&target=bicycle
501,551,181,87,17654,17669,94,-15,1,0.350746269,광진구의회 앞,구의삼성쉐르빌 앞,http://map.daum.net/?sName=광진구의회 앞 대여소&eName=구의삼성쉐르빌 앞 대여소&target=bicycle
3507,551,164,97,4854,3027,67,1827,1,0.256704981,어린이회관,구의삼성쉐르빌 앞,http://map.daum.net/?sName=어린이회관 대여소&eName=구의삼성쉐르빌 앞 대여소&target=bicycle
3524,551,93,152,2164,2020,-59,144,1,0.240816327,세종대학교,구의삼성쉐르빌 앞,http://map.daum.net/?sName=세종대학교 대여소&eName=구의삼성쉐르빌 앞 대여소&target=bicycle
3503,577,198,63,2102,1075,135,1027,2,0.517241379,광진유진스웰,광진청소년수련관,http://map.daum.net/?sName=광진유진스웰 대여소&eName=광진청소년수련관 대여소&target=bicycle
1209,577,72,128,14401,14405,-56,-4,1,0.28,잠실나루역 (2번 출구 쪽),광진청소년수련관,http://map.daum.net/?sName=잠실나루역 (2번 출구 쪽) 대여소&eName=광진청소년수련관 대여소&target=bicycle
551,577,380,245,8683,8849,135,-166,2,0.216,구의삼성쉐르빌 앞,광진청소년수련관,http://map.daum.net/?sName=구의삼성쉐르빌 앞 대여소&eName=광진청소년수련관 대여소&target=bicycle
3503,576,234,105,2102,1075,129,1027,2,0.380530973,광진유진스웰,광나루역 3번 출구,http://map.daum.net/?sName=광진유진스웰 대여소&eName=광나루역 3번 출구 대여소&target=bicycle
574,576,148,58,8690,6843,90,1847,1,0.436893204,아차산역4번출구,광나루역 3번 출구,http://map.daum.net/?sName=아차산역4번출구 대여소&eName=광나루역 3번 출구 대여소&target=bicycle
542,576,304,167,7692,7609,137,83,2,0.290870488,강변역 4번출구 뒤,광나루역 3번 출구,http://map.daum.net/?sName=강변역 4번출구 뒤 대여소&eName=광나루역 3번 출구 대여소&target=bicycle
544,576,123,190,3517,3806,-67,-289,1,0.214057508,광남중학교,광나루역 3번 출구,http://map.daum.net/?sName=광남중학교 대여소&eName=광나루역 3번 출구 대여소&target=bicycle
3511,535,57,327,7572,9061,-270,-1489,5,0.703125,응봉역 1번출구,응봉삼거리,http://map.daum.net/?sName=응봉역 1번출구 대여소&eName=응봉삼거리 대여소&target=bicycle
521,535,105,200,8077,7780,-95,297,1,0.31147541,왕십리역 11번 출구 앞,응봉삼거리,http://map.daum.net/?sName=왕십리역 11번 출구 앞 대여소&eName=응봉삼거리 대여소&target=bicycle
3511,559,150,294,7572,9061,-144,-1489,2,0.324324324,응봉역 1번출구,왕십리역 4번 출구 건너편,http://map.daum.net/?sName=응봉역 1번출구 대여소&eName=왕십리역 4번 출구 건너편 대여소&target=bicycle
535,559,309,108,3792,2126,201,1666,4,0.482014388,응봉삼거리,왕십리역 4번 출구 건너편,http://map.daum.net/?sName=응봉삼거리 대여소&eName=왕십리역 4번 출구 건너편 대여소&target=bicycle
502,559,69,192,40455,46318,-123,-5863,2,0.471264368,뚝섬유원지역 1번출구 앞,왕십리역 4번 출구 건너편,http://map.daum.net/?sName=뚝섬유원지역 1번출구 앞 대여소&eName=왕십리역 4번 출구 건너편 대여소&target=bicycle
3513,559,437,283,7483,4882,154,2601,3,0.213888889,상왕십리역 1번출구,왕십리역 4번 출구 건너편,http://map.daum.net/?sName=상왕십리역 1번출구 대여소&eName=왕십리역 4번 출구 건너편 대여소&target=bicycle
518,559,173,90,3645,3560,83,85,1,0.315589354,청계천 박물관 앞,왕십리역 4번 출구 건너편,http://map.daum.net/?sName=청계천 박물관 앞 대여소&eName=왕십리역 4번 출구 건너편 대여소&target=bicycle
3522,559,77,173,7516,8547,-96,-1031,1,0.384,사근삼거리,왕십리역 4번 출구 건너편,http://map.daum.net/?sName=사근삼거리 대여소&eName=왕십리역 4번 출구 건너편 대여소&target=bicycle
3511,521,71,135,7572,9061,-64,-1489,1,0.310679612,응봉역 1번출구,왕십리역 11번 출구 앞,http://map.daum.net/?sName=응봉역 1번출구 대여소&eName=왕십리역 11번 출구 앞 대여소&target=bicycle
347,521,141,79,8262,7773,62,489,1,0.281818182,동대문역사문화공원역 9번출구 앞,왕십리역 11번 출구 앞,http://map.daum.net/?sName=동대문역사문화공원역 9번출구 앞 대여소&eName=왕십리역 11번 출구 앞 대여소&target=bicycle
212,244,190,34,13214,5886,156,7328,3,0.696428571,여의도역 1번출구 옆,영등포삼환아파트 앞,http://map.daum.net/?sName=여의도역 1번출구 옆 대여소&eName=영등포삼환아파트 앞 대여소&target=bicycle
206,244,166,41,8174,7845,125,329,2,0.603864734,KBS 앞,영등포삼환아파트 앞,http://map.daum.net/?sName=KBS 앞 대여소&eName=영등포삼환아파트 앞 대여소&target=bicycle
212,222,429,98,13214,5886,331,7328,6,0.628083491,여의도역 1번출구 옆,시범아파트버스정류장 옆,http://map.daum.net/?sName=여의도역 1번출구 옆 대여소&eName=시범아파트버스정류장 옆 대여소&target=bicycle
217,222,268,416,8072,8825,-148,-753,2,0.216374269,NH농협은행 앞,시범아파트버스정류장 옆,http://map.daum.net/?sName=NH농협은행 앞 대여소&eName=시범아파트버스정류장 옆 대여소&target=bicycle
207,222,1825,1002,48130,45467,823,2663,16,0.29112133,여의나루역 1번출구 앞,시범아파트버스정류장 옆,http://map.daum.net/?sName=여의나루역 1번출구 앞 대여소&eName=시범아파트버스정류장 옆 대여소&target=bicycle
220,222,203,111,7551,4988,92,2563,1,0.292993631,미성아파트 A동 앞,시범아파트버스정류장 옆,http://map.daum.net/?sName=미성아파트 A동 앞 대여소&eName=시범아파트버스정류장 옆 대여소&target=bicycle
215,222,135,78,5285,6023,57,-738,1,0.267605634,여의도고교 앞,시범아파트버스정류장 옆,http://map.daum.net/?sName=여의도고교 앞 대여소&eName=시범아파트버스정류장 옆 대여소&target=bicycle
209,222,257,426,5928,5839,-169,89,3,0.247437775,유진투자증권빌딩 앞,시범아파트버스정류장 옆,http://map.daum.net/?sName=유진투자증권빌딩 앞 대여소&eName=시범아파트버스정류장 옆 대여소&target=bicycle
218,222,151,96,3700,3112,55,588,1,0.222672065,증권거래소 앞,시범아파트버스정류장 옆,http://map.daum.net/?sName=증권거래소 앞 대여소&eName=시범아파트버스정류장 옆 대여소&target=bicycle
212,223,323,85,13214,5886,238,7328,4,0.583333333,여의도역 1번출구 옆,진주아파트상가 앞,http://map.daum.net/?sName=여의도역 1번출구 옆 대여소&eName=진주아파트상가 앞 대여소&target=bicycle
207,223,344,167,48130,45467,177,2663,3,0.346379648,여의나루역 1번출구 앞,진주아파트상가 앞,http://map.daum.net/?sName=여의나루역 1번출구 앞 대여소&eName=진주아파트상가 앞 대여소&target=bicycle
213,223,98,156,8227,6685,-58,1542,1,0.228346457,KT앞,진주아파트상가 앞,http://map.daum.net/?sName=KT앞 대여소&eName=진주아파트상가 앞 대여소&target=bicycle
220,223,267,141,7551,4988,126,2563,2,0.308823529,미성아파트 A동 앞,진주아파트상가 앞,http://map.daum.net/?sName=미성아파트 A동 앞 대여소&eName=진주아파트상가 앞 대여소&target=bicycle
210,223,139,264,20427,20741,-125,-314,2,0.310173697,IFC몰,진주아파트상가 앞,http://map.daum.net/?sName=IFC몰 대여소&eName=진주아파트상가 앞 대여소&target=bicycle
219,223,136,212,5423,5084,-76,339,1,0.218390805,롯데캐슬엠파이어 옆,진주아파트상가 앞,http://map.daum.net/?sName=롯데캐슬엠파이어 옆 대여소&eName=진주아파트상가 앞 대여소&target=bicycle
212,276,176,47,13214,5886,129,7328,2,0.578475336,여의도역 1번출구 옆,SK 영등포주유소,http://map.daum.net/?sName=여의도역 1번출구 옆 대여소&eName=SK 영등포주유소 대여소&target=bicycle
214,276,232,141,5718,4078,91,1640,1,0.243967828,금융감독원 앞,SK 영등포주유소,http://map.daum.net/?sName=금융감독원 앞 대여소&eName=SK 영등포주유소 대여소&target=bicycle
211,276,146,85,12700,11273,61,1427,1,0.264069264,여의도역 4번출구 옆,SK 영등포주유소,http://map.daum.net/?sName=여의도역 4번출구 옆 대여소&eName=SK 영등포주유소 대여소&target=bicycle
205,276,87,232,7337,7031,-145,306,2,0.454545455,산업은행 앞,SK 영등포주유소,http://map.daum.net/?sName=산업은행 앞 대여소&eName=SK 영등포주유소 대여소&target=bicycle
220,276,139,67,7551,4988,72,2563,1,0.349514563,미성아파트 A동 앞,SK 영등포주유소,http://map.daum.net/?sName=미성아파트 A동 앞 대여소&eName=SK 영등포주유소 대여소&target=bicycle
212,257,370,152,13214,5886,218,7328,4,0.417624521,여의도역 1번출구 옆,신길삼거리(우리은행),http://map.daum.net/?sName=여의도역 1번출구 옆 대여소&eName=신길삼거리(우리은행) 대여소&target=bicycle
217,257,79,137,8072,8825,-58,-753,1,0.268518519,NH농협은행 앞,신길삼거리(우리은행),http://map.daum.net/?sName=NH농협은행 앞 대여소&eName=신길삼거리(우리은행) 대여소&target=bicycle
213,257,155,82,8227,6685,73,1542,1,0.308016878,KT앞,신길삼거리(우리은행),http://map.daum.net/?sName=KT앞 대여소&eName=신길삼거리(우리은행) 대여소&target=bicycle
220,257,167,85,7551,4988,82,2563,1,0.325396825,미성아파트 A동 앞,신길삼거리(우리은행),http://map.daum.net/?sName=미성아파트 A동 앞 대여소&eName=신길삼거리(우리은행) 대여소&target=bicycle
2007,257,488,221,6298,6167,267,131,5,0.376586742,유한양행앞,신길삼거리(우리은행),http://map.daum.net/?sName=유한양행앞 대여소&eName=신길삼거리(우리은행) 대여소&target=bicycle
250,257,130,79,3229,3392,51,-163,1,0.244019139,대림아파트 사거리,신길삼거리(우리은행),http://map.daum.net/?sName=대림아파트 사거리 대여소&eName=신길삼거리(우리은행) 대여소&target=bicycle
2063,257,387,240,5444,5396,147,48,2,0.234449761,대방역 4번출구,신길삼거리(우리은행),http://map.daum.net/?sName=대방역 4번출구 대여소&eName=신길삼거리(우리은행) 대여소&target=bicycle
226,257,273,181,7843,5716,92,2127,1,0.202643172,샛강역 1번출구 앞,신길삼거리(우리은행),http://map.daum.net/?sName=샛강역 1번출구 앞 대여소&eName=신길삼거리(우리은행) 대여소&target=bicycle
212,224,320,145,13214,5886,175,7328,3,0.376344086,여의도역 1번출구 옆,롯데캐슬 앞,http://map.daum.net/?sName=여의도역 1번출구 옆 대여소&eName=롯데캐슬 앞 대여소&target=bicycle
220,224,270,157,7551,4988,113,2563,2,0.264637002,미성아파트 A동 앞,롯데캐슬 앞,http://map.daum.net/?sName=미성아파트 A동 앞 대여소&eName=롯데캐슬 앞 대여소&target=bicycle
219,224,260,144,5423,5084,116,339,2,0.287128713,롯데캐슬엠파이어 옆,롯데캐슬 앞,http://map.daum.net/?sName=롯데캐슬엠파이어 옆 대여소&eName=롯데캐슬 앞 대여소&target=bicycle
201,224,96,170,7801,7985,-74,-184,1,0.278195489,진미파라곤 앞,롯데캐슬 앞,http://map.daum.net/?sName=진미파라곤 앞 대여소&eName=롯데캐슬 앞 대여소&target=bicycle
212,216,188,114,13214,5886,74,7328,1,0.245033113,여의도역 1번출구 옆,삼부아파트1동 앞,http://map.daum.net/?sName=여의도역 1번출구 옆 대여소&eName=삼부아파트1동 앞 대여소&target=bicycle
126,147,87,160,10989,11438,-73,-449,1,0.295546559,서강대 후문 옆,마포역 4번출구 뒤,http://map.daum.net/?sName=서강대 후문 옆 대여소&eName=마포역 4번출구 뒤 대여소&target=bicycle
126,128,92,153,10989,11438,-61,-449,1,0.248979592,서강대 후문 옆,신촌역(2호선) 1번출구 옆,http://map.daum.net/?sName=서강대 후문 옆 대여소&eName=신촌역(2호선) 1번출구 옆 대여소&target=bicycle
